2446,sirolimus
4322,azilsartan medoxomil
5504,abrocitinib
5494,avacopan
2806,valsartan
5505,sotrovimab
5517,somatrogon
5520,nirmatrelvir
5461,sotorasib
5291,tecovirimat
1239,formoterol
4302,glycopyrronium bromide
419,budesonide
5138,glucarpidase
5476,lonapegsomatropin
5386,eptinezumab
2391,ritonavir
5474,anifrolumab
2389,risperidone
5356,voxelotor
1725,metformin
5465,finerenone
785,dasatinib
5513,tebentafusp
